price,bed,bath,sqft,addr,desc,info
"$1,014,000",5,3,"2,603","509 Poets Trail Dr, Nanaimo, BC, V9R 7C4","This Hawthorne Estates home impresses with 2,596 sq ft of space, mountain views, and a separate 2-bd legal suite. Step through the main level entrance to find a sun-filled great room framed by vaulted ceilings. Entertain guests by the fireplace or on the covered upper deck overlooking nature while enjoying creations prepared in your chef-grade kitchen. The deck is also accessible from the primary room featuring a 3pc ensuite & walk-in closet. Downstairs, a fully private 2-bd suite has its own entrance, patio, kitchen & laundry. This home is built for relaxation. Soak in the deep tub, read on the front porch, turn the rec room into a sanctuary, or sunbathe in the fully fenced backyard. Bonuses include a sprinkler system, a large garage, insulated windows & a security system. Live close to all levels of schools (including VIU) and endless recreation such as swimming, skating, curling & disc golf! Easily access downtown amenities, restaurants, the parkway, ferries & Harbour Air.","{'Property Tax': '$5,143 (2022)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '936326', 'Date Listed': 'Jul 6, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,603 SQFT', 'Rooms': '19', 'Heating': 'Baseboard, Electric, Forced Air', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Gas', 'Exterior Features': 'Fencing: Full, See Remarks', 'Building Features': 'Transit Nearby'}"
"$799,900",4,3,"2,419","1628 Cormorant Ave, Nanaimo, BC, V9S 2V1","Charming Home with Modern Upgrades! Located in central Nanaimo, this delightful home offers a perfect blend of classic charm and modern upgrades. Situated at the end of a cul-de-sac near Brooks Landing Mall, this gem has been meticulously maintained, preserving its original interior while adding essential updates. Upgrades include plumbing, windows, sliders, electrical (200 amp), a newer roof, and upgraded railings. The property features fruit trees, a spacious garden, and ample storage. Step into the past and visualize the potential of this exceptional floor plan, complete with unique sunflower and avocado-colored bath tubs and charming chandeliers. All measurements are approximate and should be verified. Don't miss this opportunity to own a home that effortlessly combines timeless appeal with contemporary comforts. Contact listing agent today to arrange a viewing!","{'Property Tax': '$2,200 (2022)', 'Last Updated': 'Thu, July 6, 2023', 'MLS® #': '936595', 'Date Listed': 'Jul 5, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,419 SQFT', 'Rooms': '15', 'Heating': 'Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full, With Windows', 'Flooring': 'Carpet, Laminate, Linoleum, Tile', 'Area': 'Nanaimo', 'Roof': 'Asphalt Torch On', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Wood Burning'}"
"$789,000",3,2,"1,686","3310 Shearwater Dr, Nanaimo, BC, V9T 6A1","This home is a rare find and a must-see! A beautiful Rancher Style home in prestigious Stephenson Point with a backyard right out of Homes and Gardens magazine.  This meticulously maintained 3 bedroom 2 bathroom home is neat as pin and move-in ready for the new owners.   All the living is on the main level with a bonus room/bedroom above the garage.  Some of the great features include hardwood floors, lots of windows providing natural light, a formal living room, and a family room.    The Bonus room measuring 18'7 x 12'6 would make for a great office, gym, or home theater room. The 
backyard is the real show stopper, it is a private oasis with beautiful trees, shrubs, flowers, masonry walls, and walkways.   A few recent updates include a new roof, gutters, furnace, and hot water tank.  Great location steps away from Planta Park and also close to Pipers Lagoon, Neck Point, Departure bay beach & all levels of schools.  all measurements are approx and should be verified if relied upon.","{'Property Tax': '$4,362 (2022)', 'Last Updated': 'Fri, July 28, 2023', 'MLS® #': '938068', 'Date Listed': 'Jul 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,686 SQFT', 'Rooms': '15', 'Heating': 'Forced Air', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage Double', 'Fireplace Features': 'Gas'}"
"$1,625,000",N/A,0,Land,"Lot 3 Lantzville Rd, Lantzville, BC, V0R 2H0","DEVELOPMENT OPPORTUNITY: 3 Acres available. Zoning allows for Seniors facility, Daycare, Church, Funeral Home, Medical Office, Office, School, Restaurant, etc. OCP allows for multifamily. Walking distance from Woodgrove Center, Costco, parks, and more. Gently sloping, few large trees, easy to build. VTB available with great terms. Up to 4.7 acres available on 3 adjacent lots. (id:38686)","{'Property Tax': '$4,100', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '897938', 'Date Listed': 'May 24, 2022', 'Property Type': 'Vacant Land'}"
"$925,000",0,0,Land,"4966 Brodys Pl, Nanaimo, BC, V9T 5Y3","Versatile Ocean View Acreage with access from two roads (Brody and Universal) in popular North Nanaimo. If a prospective buyer is looking for an estate-type property for a custom built, ocean view executive home, this property checks many boxes. The views are panoramic and give the discerning buyer options for home style and design. This property meets municipal guidelines for a 2nd home. This well-priced acreage could be an excellent holding property as well. All measurements approximate and should be verified by a buyer. Respective local and regional government authorities should be consulted to verify all representations. All measurements are approximate and should be verified if important.","{'Property Tax': '$5,071 (2022)', 'Last Updated': 'Wed, June 28, 2023', 'MLS® #': '935865', 'Date Listed': 'Jun 26, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot'}"
"$1,888,000",3,2,"2,610","3200 Poppleton Rd, Nanaimo, BC, V9T 4T3","A rare R10 Zoning of 3.38 acres quilt area off Rock City Rd back to Linley Valley Protected Park areas. A enjoyable rural setting yet within a few minutes to all major amenities with re-development potentials. The tranquil cozy custom designed home is set on the back of the property. Private driveway runs through tasteful private acreage gardens. The 2610 sq ft home features floor to ceiling windows with additional glass transoms above overlooking the gardens. The natural gas range equiped kitchen offers plenty of counters,  eating bar and a full wall of cupboards. Two bedrooms,3 pc bath, formal living room and dining room complete the main level. Double French doors lead out to the covered patio, the outdoor featuring an outdoor wood fireplace, hot tub and water feature.  The upper level is the master suite with full ensuite. Basement has air exchange system and new gas hotwater tank, and for wine marking and storage. All measurements are approximate, Floor Size is from BC Assessment.","{'Property Tax': '$6,700 (2022)', 'Last Updated': 'Mon, March 27, 2023', 'MLS® #': '927429', 'Date Listed': 'Mar 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,610 SQFT', 'Rooms': '10', 'Heating': 'Baseboard, Electric, Heat Recovery, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected, Sewer To Lot', 'Parking Features': 'Detached, Garage Double, RV Access/Parking', 'Fireplace Features': 'Gas', 'Exterior Features': 'Garden, Sprinkler System'}"
"$649,900",2,3,"1,736","6400 Pachena Pl, Nanaimo, BC, V9V 1W4","Ocean view Pacific Place townhome! Located in Nanaimo's ever popular North End, this easy access main level entry corner end unit features an inviting layout that combines spacious 9 foot high and vaulted ceilings. Large windows overlooking the stacked stone back patio draw in the natural light that tastefully compliments the warm colour palette of the interior decor. Real oak hardwood floors, granite counters, new carpets, designer blinds, and a cozy natural gas fireplace round out the main living area. The primary bedroom with new walk-in shower ensuite, kitchen, and laundry essentials, are all contained on the ground floor. Upstairs you'll find a generous bonus space with guest bedroom, full bath, and a family room complete with balcony to take in the water views and sunsets. For extra storage there's crawl space access conveniently located in the double car garage. With no age restrictions and rent & pet friendly bylaws, this move is sure to be the right move. All data is approx.","{'Property Tax': '$3,299 (2022)', 'Last Updated': 'Thu, July 20, 2023', 'MLS® #': '937754', 'Date Listed': 'Jul 19, 2023', 'Property Type': 'Townhome', 'Square Footage': '1,736 SQFT', 'Subdivision': 'Pacific Place', 'Rooms': '14', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '2', 'Flooring': 'Carpet, Hardwood, Tile', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double, Guest', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony, Balcony/Patio, Fenced, Garden', 'Building Features': 'Transit Nearby'}"
"$674,900",3,2,"1,489","169-3960 Excalibur St, Nanaimo, BC, V9T 6B9","This charming 3 Bed 2 Bath unit offers a fantastic opportunity for turnkey living in the wonderful and safe Deerwood Estates. With its convenient location and numerous upgrades, this property is sure to impress. As you step inside, you'll immediately notice the brand new kitchen appliances, ample counter space, tons of cabinets offering plenty of storage options, and the newly installed flooring throughout the house. Likewise, a heat pump has been installed for seamless heating in the winter and crisp air conditioning in the summer. Furthermore there are brand new electrical upgrades including an auxiliary subpanel that can tie right into a generator if the power is to ever go out! There are almost too many updates, including: the ensuite bathroom with a deep soaker tub and new vanity, the backyard has been completely remodelled with a new awning and artificial turf for maintenance free backyard enjoyment, the list seems endless. Book your showing today to see for yourself!","{'Property Tax': 'N/A', 'Last Updated': 'Tue, August 1, 2023', 'MLS® #': '938899', 'Date Listed': 'Aug 1, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,489 SQFT', 'Rooms': '12', 'Heating': 'Forced Air, Heat Pump, Natural Gas', 'Pet Policy': 'Number Limit', 'Basement': 'Crawl Space', 'Flooring': 'Tile, Vinyl', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage', 'Fireplace Features': 'Electric', 'Exterior Features': 'Awning(s), Fenced, Garden, Lighting, Low Maintenance Yard', 'Building Features': 'Bike Storage, Fire Alarm'}"
"$1,749,000",N/A,0,998,"260 Stewart Ave, Nanaimo, BC, V9S 4C3","Multifamily Site Alert: R8 Multifamily zoned property with a beautiful rancher one block to Nanaimo's renowned seawall with a water view, currently rented for $2500+utilities to wonderful tenants. Close to Departure bay ferry terminal, bus route, shopping centre, all levels of schools, parks, highways. This property comes with plans of 24 units 1 an 2 bedroom units with beautiful ocean views.  Seller is in process of applying for the permits. Currently 2 bedrooms+ Den, 1 bathroom, spacious living room with a wood burning fireplace, wonderful floor plan. The house is in exceptional shape.  Lots to love in this house including the in-laid character wood flooring, lighting + detailing huge courtyard type doors to verendah. The front and backyards feature several mature trees and bushes. Seller open to offers. All measurements are 
approximate and should be verified if important. Also under MLS 924285","{'Property Tax': '$3,233 (2022)', 'Last Updated': 'Mon, May 1, 2023', 'MLS® #': '924607', 'Date Listed': 'Mar 1, 2023', 'Property Type': 'MultiFamily', 'Square Footage': '998 SQFT', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'On Site'}"
"$1,550,000",3,3,"2,327","780 Sea Girt Rd, Gabriola Island, BC, V0R 1X1","This extraordinary waterfront property offers an unforgettable experience with its stunning sunsets and direct access to the beach.The unobstructed 180-degree views facing northwest and the 150 feet of walk-on waterfront beach, allow you to indulge in swimming, beachcombing, and to listen to the soothing sound of waves from your home.The 3 bedroom & 3 bathroom home is full of character, featuring an open concept design that seamlessly integrates the living room with a cozy propane fireplace, a dining area, and a well-equipped kitchen with a propane-fueled AGA, European-style wood windows and interior doors & expansive sliding glass doors that not only frame the breathtaking views but also grant access to the inviting beachfront deck.Just a short walk away, you'll discover a detached 312 sq ft studio. Privacy and a close connection to the beach are standout features of this exceptional 0.57acre waterfront property on one of Gabriola’s favourite seaside roads.","{'Property Tax': '$5,019 (2022)', 'Last Updated': 'Wed, July 12, 2023', 'MLS® #': '935602', 'Date Listed': 'Jun 22, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,327 SQFT', 'Rooms': '14', 'Heating': 'Baseboard, Electric, Heat Pump, Propane', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Mixed', 'Area': 'Islands', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Driveway, RV Access/Parking', 'Fireplace Features': 'Propane', 'Exterior Features': 'Low Maintenance Yard'}"
